id,name
18,Drama
80,Crime
35,Comedy
28,Action
53,Thriller
12,Adventure
878,Science Fiction
16,Animation
10751,Family
10749,Romance
9648,Mystery
10402,Music
27,Horror
14,Fantasy
99,Documentary
10752,War
37,Western
36,History
10769,Foreign
10770,TV Movie
