movie_id,crew_id,role
378,380,Original Music Composer
378,381,Director
378,419,Dialogue Editor
378,874,Director of Photography
379,379,Writer
379,380,Original Music Composer
379,381,Director
379,495,First Assistant Director
379,874,Director of Photography
379,875,Novel
380,153,Original Music Composer
380,538,Producer
380,594,Director of Photography
380,721,Producer
380,722,Producer
380,876,Producer
380,877,Director
380,878,Script Supervisor
381,501,Costume Supervisor
381,597,Special Effects
381,600,Editor
381,601,Producer
383,879,Producer
387,880,Novel
387,881,Director
387,882,Original Music Composer
387,883,Director of Photography
388,199,Producer
388,846,Director of Photography
388,884,Director
388,885,Original Music Composer
388,886,Unit Production Manager
388,887,Casting
388,888,Stunt Coordinator
389,889,Screenplay
389,890,Producer
389,891,Director
390,443,Director
390,892,Line Producer
390,893,Producer
391,391,Original Music Composer
391,801,Screenplay
391,894,Assistant Director
391,895,Assistant Director
392,119,Executive Producer
392,120,Executive Producer
392,191,Director of Photography
392,211,Executive Producer
392,622,Casting
392,623,Casting
392,626,Casting
392,704,Original Music Composer
392,896,Director
392,897,Producer
392,898,Producer
393,5,Writer
393,6,Writer
393,9,Editor
393,13,Producer
393,117,Director of Photography
393,119,Executive Producer
393,120,Executive Producer
393,121,Original Music Composer
393,123,Characters
393,539,Makeup Effects
393,899,Fight Choreographer
393,900,Stunts
395,76,Producer
395,449,Director
395,847,Casting
395,901,Stunts
395,902,Dialect Coach
395,903,Second Unit Cinematographer
396,904,Costume Design
396,905,Director
396,906,Choreographer
397,281,Screenplay
397,907,Director of Photography
397,908,Screenplay
397,909,Producer
398,74,Casting
398,910,Casting
398,911,Director
398,912,Screenplay
400,665,Screenplay
400,913,Director
