id,imdb_id,title,budget,genre,original_language,overview,popularity,release_date,revenue,runtime,vote_average,vote_count
889,tt0158622,The Flintstones in Viva Rock Vegas,83000000.0,878.0,en,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",6.053595,28/04/2000,59468275.0,90,4.4,140
890,tt0114354,Brother of Sleep,,18.0,de,"Schlafes Bruder tells the story a few exceptionally talented individuals who grew up in a remote mountain town in the Alps. The film, based on an internationally successful novel by Robert Schneider of the same name, depicts the slow withering of their unique skills.",0.751733,08/09/1995,,127,6.8,6
891,tt0074119,All the President's Men,8500000.0,18.0,en,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself.",12.421754,04/04/1976,70600000.0,138,7.6,424
892,tt0101700,Delicatessen,4000000.0,35.0,fr,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,12.565447,17/04/1991,1794187.0,99,7.4,320
895,tt0060107,Andrei Rublev,,18.0,ru,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",6.489852,16/12/1966,,205,8.0,139
896,tt0052572,The World of Apu,,18.0,bn,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,2.381806,01/05/1959,16000.0,117,8.2,40
897,tt0048956,Aparajito,,18.0,bn,The Unvanquished is the second part of the Bangladesh Apu film series about a boy named Apu who gets a scholarship to study at a College in Calcutta. His mother is alone and torn between wanting him to be successful and not wanting him to leave her alone.,2.80051,11/10/1956,170215.0,110,7.9,44
898,tt0055798,Birdman of Alcatraz,2650000.0,18.0,en,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",4.471515,03/07/1962,3100000.0,147,7.0,71
899,tt0009968,Broken Blossoms,,18.0,en,Broken Blossoms is an American silent film from director D. W. Griffith. This melodrama tells the love story of an abused English woman and a Chinese Buddhist in a time when London was a brutal and harsh place to live.,3.185824,13/05/1919,,90,6.9,41
900,tt0029947,Bringing Up Baby,1073000.0,35.0,en,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",6.60577,18/02/1938,,102,7.6,201
901,tt0021749,City Lights,1500000.0,35.0,en,City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl. The film was a great success and today is deemed a cult classic.,10.891524,30/01/1931,19181.0,87,8.2,444
902,tt0112682,The City of Lost Children,18000000.0,14.0,fr,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",9.822423,16/05/1995,1738611.0,108,7.6,308
903,tt0061512,Cool Hand Luke,3000000.0,80.0,en,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",9.718713,22/06/1967,16217773.0,126,7.7,390
905,tt0018737,Pandora's Box,,18.0,de,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,2.617488,30/01/1929,,109,7.6,46
907,tt0059113,Doctor Zhivago,11000000.0,18.0,en,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,8.489499,22/12/1965,111858363.0,197,7.4,252
909,tt0037059,Meet Me in St. Louis,,35.0,en,"In the year before the 1904 St Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",7.331511,23/11/1944,,113,6.8,66
910,tt0038355,The Big Sleep,,80.0,en,"Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",6.987617,23/08/1946,,116,7.6,244
911,tt0032234,The Bank Dick,,35.0,en,"Egbert Sous becomes an unexpected hero when a bank robber falls over a bench he's occupying. Now considered brave, Egbert is given a job as a bank guard. Soon, he is approached by charlatan J. Frothingham Waterbury about buying shares in a mining company. Egbert persuades teller Og Oggilby to lend him bank money, to be returned when the sche",1.423358,29/11/1940,,72,6.8,28
912,tt0063688,The Thomas Crown Affair,4300000.0,10749.0,en,"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he",9.444818,19/06/1968,,102,6.9,95
913,tt0155267,The Thomas Crown Affair,48000000.0,18.0,en,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",10.961226,06/08/1999,124305181.0,113,6.7,349
914,tt0032553,The Great Dictator,2000000.0,35.0,en,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,9.241748,15/10/1940,11000000.0,125,8.1,756
916,tt0062765,Bullitt,5500000.0,28.0,en,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.",7.01973,17/10/1968,42300873.0,113,7.0,273
917,tt0050188,Mother India,,18.0,hi,Mother India is an Indian film from director Mehboob Khan from 1957 and is the most successful and popular Hindi film.,0.97758,13/02/1957,,172,6.8,11
918,tt0092666,Blind Date,18000000.0,35.0,en,"When bachelor Walter Davis (Bruce Willis) is set up with his sister-in-law's pretty cousin, Nadia Gates (Kim Basinger), a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted (Phil Hartman), tells him not to let Nadia drink alcohol, but he dismisses the warning, and her behavior gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David (John Larroquette) relentlessly follows them around town.",6.696292,27/03/1987,39321715.0,95,5.6,115
919,tt0275230,Blood: The Last Vampire,,14.0,en,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",2.925291,18/11/2000,,48,6.6,76
920,tt0317219,Cars,120000000.0,16.0,en,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",18.907948,08/06/2006,461983149.0,117,6.6,3991
921,tt0352248,Cinderella Man,88000000.0,10749.0,en,"The true story of boxer, Jim Braddock who, in the 1920",6.363884,02/06/2005,108539911.0,144,7.3,630
922,tt0112817,Dead Man,9000000.0,18.0,en,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",6.505272,23/12/1995,,121,7.2,397
923,tt0077402,Dawn of the Dead,650000.0,27.0,en,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",19.24201,02/09/1978,55000000.0,127,7.4,597
924,tt0363547,Dawn of the Dead,28000000.0,14.0,en,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",13.157873,19/03/2004,102356381.0,101,6.8,1039
925,tt0097216,Do the Right Thing,6500000.0,18.0,en,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",10.465403,30/06/1989,37295445.0,120,7.6,301
926,tt0177789,Galaxy Quest,45000000.0,35.0,en,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.",15.831374,23/12/1999,90683916.0,102,6.9,722
927,tt0087363,Gremlins,11000000.0,14.0,en,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",11.333125,07/06/1984,153083102.0,106,6.9,1629
928,tt0099700,Gremlins 2: The New Batch,50000000.0,35.0,en,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",14.383185,15/06/1990,41482207.0,106,6.3,664
929,tt0120685,Godzilla,130000000.0,878.0,en,"When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.",11.295121,20/05/1998,379014294.0,139,5.3,1075
931,tt0069995,Don't Look Now,1500000.0,53.0,en,"After Laura and John Baxter lose their only child in a horrible drowning, they are greeted by strange sightings of her throughout their everyday lives. When two old ladies approach them in Italy with news that their daughter may still be alive, it seems too good to be true. Perhaps it is...",5.966221,03/12/1973,,110,7.1,197
932,tt0038769,The Murderers Are Among Us,,18.0,de,The Murderers Are Among Us was the first German film after the Second World War. Filmed in the Soviet occupied section of Berlin in the summer of 1946. The film would be the first film about the wreckage from the war and the first film produced by DEFA.,0.8605,14/10/1946,,91,7.4,5
934,tt0048021,Rififi,,18.0,fr,"Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo (Carl Mohner) offers him, until he discovers that his old girlfriend Mado (Marie Sabouret) has become the lover of local gangster Pierre Grutter (Marcel Lupovici) during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",4.071187,13/04/1955,460226.0,122,7.7,90
935,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000.0,18.0,en,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",9.80398,29/01/1964,9440272.0,95,8.0,1472
936,tt0057413,The Pink Panther,,35.0,en,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for Switzerland, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",7.851263,19/12/1963,10878107.0,115,6.9,246
938,tt0059578,For a Few Dollars More,600000.0,37.0,it,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",13.295342,18/12/1965,15000000.0,132,7.8,988
939,tt0018037,The Jazz Singer,,18.0,en,"A young Jewish man is torn between tradition and individuality when his old-fashioned family objects to his career as a jazz singer. This is the first full length feature film to use synchronized sound, and is the original film musical.",2.428332,06/10/1927,,89,6.4,30
940,tt0030341,The Lady Vanishes,,9648.0,en,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",6.078088,26/07/1938,,96,7.5,183
941,tt0093409,Lethal Weapon,15000000.0,12.0,en,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",13.183804,06/03/1987,120207127.0,110,7.0,1367
942,tt0097733,Lethal Weapon 2,25000000.0,28.0,en,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!",12.834276,07/07/1989,227853986.0,114,6.7,1066
943,tt0104714,Lethal Weapon 3,35000000.0,12.0,en,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",10.786007,15/05/1992,321731527.0,118,6.4,824
944,tt0122151,Lethal Weapon 4,140000000.0,28.0,en,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",14.470551,10/07/1998,285444603.0,127,6.3,782
946,tt0040536,Letter from an Unknown Woman,,18.0,en,"A pianist about to flee from a duel receives a letter from a woman he cannot remember. As she tells the story of her lifelong love for him, he is forced to reinterpret his own past.",2.955531,28/04/1948,,87,8.1,58
947,tt0056172,Lawrence of Arabia,15000000.0,12.0,en,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",10.893332,10/12/1962,69995385.0,216,7.8,870
948,tt0077651,Halloween,300000.0,27.0,en,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",13.672759,25/10/1978,70000000.0,91,7.4,1066
949,tt0113277,Heat,60000000.0,28.0,en,"Obsessive master thief, Neil McCauley leads a top-notch crew on various insane heists throughout Los Angeles while a mentally unstable detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",17.924927,15/12/1995,187436818.0,170,7.7,1886
950,tt0438097,Ice Age: The Meltdown,80000000.0,16.0,en,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",16.646029,23/03/2006,660940780.0,91,6.5,3034
951,tt0099938,Kindergarten Cop,15000000.0,35.0,en,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match ",3.67003,21/12/1990,201957688.0,111,5.8,643
953,tt0351283,Madagascar,75000000.0,10751.0,en,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",16.136217,25/05/2005,532680671.0,86,6.6,3322
954,tt0117060,Mission: Impossible,80000000.0,12.0,en,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",15.793477,22/05/1996,457696359.0,110,6.7,2677
955,tt0120755,Mission: Impossible II,125000000.0,12.0,en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",18.97178,24/05/2000,546388105.0,123,5.9,1966
956,tt0317919,Mission: Impossible III,150000000.0,12.0,en,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",15.687983,03/05/2006,397850012.0,126,6.5,2062
957,tt0094012,Spaceballs,22700000.0,35.0,en,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",9.10373,24/06/1987,38119483.0,96,6.7,924
961,tt0017925,The General,750000.0,28.0,en,"During Americas Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when ",8.002953,31/12/1926,,79,8.0,240
962,tt0015864,The Gold Rush,923000.0,12.0,en,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,6.202041,25/06/1925,2500000.0,95,7.7,308
963,tt0033870,The Maltese Falcon,375000.0,9648.0,en,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",5.782544,18/11/1941,1000000.0,100,7.8,435
964,tt0016220,The Phantom of the Opera,,18.0,en,"A grotesquely disfigured composer known as the ""Phantom"" haunts Paris' opera house, where he's secretly grooming Christine Daae to be an opera diva. Luring her to his underground lair, the Phantom declares his love. But Christine loves Raoul de Chagny and plans to elope with him after her next performance. When the Phantom finds out, he abducts Christine, incurring the wrath of Raoul -- and a horde of rabid Parisians.",11.083684,06/09/1925,,101,7.0,78
965,tt0035015,The Magnificent Ambersons,,10749.0,en,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,8.43511,10/07/1942,,88,7.5,77
966,tt0054047,The Magnificent Seven,2000000.0,37.0,en,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,10.650752,22/10/1960,4905000.0,128,7.4,472
967,tt0054331,Spartacus,12000000.0,28.0,en,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.,11.110376,06/10/1960,60000000.0,197,7.3,472
968,tt0072890,Dog Day Afternoon,1800000.0,80.0,en,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,7.530126,11/08/1975,46665856.0,125,7.6,685
975,tt0050825,Paths of Glory,935000.0,18.0,en,"During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax (Kirk Douglas), to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.",8.548518,18/09/1957,,88,8.2,565
976,tt0051036,Sweet Smell of Success,,18.0,en,"New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method.",5.196222,27/06/1957,,96,7.5,108
977,tt0022458,Tabu,,12.0,en,"The youngsters Matahi and Reri are in love with each other. The old warrior Hitu announces that Reri is to be the new chosen virgin for the gods. This means she must stay untouched, otherwise she and her lover will be killed. But Matahi abducts and escapes with her to an island ruled by the white man, where their gods would be harmless and powerless. Tabu is the last film from director F.W. Murnau; he died before the film",2.211623,18/03/1931,,84,7.4,35
978,tt0120102,Seven Years in Tibet,70000000.0,12.0,en,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",11.483493,12/09/1997,131457682.0,136,7.0,644
979,tt0290673,Irreversible,,18.0,fr,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",16.76382,22/05/2002,792.0,97,7.1,550
980,tt0036244,The Ox-Bow Incident,,28.0,en,"Gil Carter and Art Croft ride into a small Nevada town plagued by cattle thieves. Initially suspected of being the rustlers themselves, Carter and Croft eventually join a posse out to get the criminals, who also may be involved in a recent shooting. When the posse closes in on a group that could be the fugitives, they must decide on a course of action, with numerous lives hanging in the balance.",5.546182,11/03/1943,,75,7.9,71
981,tt0032904,The Philadelphia Story,,35.0,en,"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for ""Spy"" magazine. Dexter arrives at the Lord mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things.",8.888069,05/12/1940,,112,7.7,196
982,tt0056218,The Manchurian Candidate,80000000.0,9648.0,en,The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.,7.991677,24/10/1962,96105910.0,126,7.7,188
983,tt0073341,The Man Who Would Be King,,12.0,en,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",6.189816,03/12/1975,,129,7.6,148
984,tt0066999,Dirty Harry,4000000.0,28.0,en,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan  famous for his take-no-prisoners approach to law enforcement ",10.255315,21/12/1971,35976000.0,102,7.4,630
985,tt0074486,Eraserhead,10000.0,18.0,en,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.871001,19/03/1977,7000000.0,89,7.5,500
986,tt0059012,Chimes at Midnight,800.0,35.0,en,"The career of Shakespeare's Sir John Falstaff as roistering companion to young Prince Hal, circa 1400-1413.",7.076799,22/12/1965,,115,6.8,37
987,tt0071524,The Front Page,4000000.0,10749.0,en,A journalist suffering from burn-out wants to finally say goodbye to his office ,5.789565,01/12/1974,,105,6.9,69
988,tt0078966,The China Syndrome,5900000.0,53.0,en,"While doing a series of reports on alternative energy sources, an opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicise the incident but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret.",4.621214,16/03/1979,51718367.0,122,7.0,99
989,tt0032811,The Mortal Storm,,18.0,en,"The Roth family leads a quiet life in a small village in the German Alps during the early 1930s. When the Nazis come to power, the family is divided and Martin Brietner, a family friend is caught up in the turmoil.",1.680612,14/06/1940,,100,7.1,15
990,tt0054997,The Hustler,2000000.0,18.0,en,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,9.333533,25/09/1961,7600000.0,134,7.6,243
991,tt0074851,The Man Who Fell to Earth,1500000.0,18.0,en,Thomas Jerome Newton is an alien who comes to Earth to get water for his dying planet. He starts a high technology company to get the billions of dollars he needs to build a return spacecraft. A British science-fiction film from director Nicolas Roeg and starring David Bowie.,6.451499,18/03/1976,,138,6.4,139
992,tt0015324,"Sherlock, Jr.",,14.0,en,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",5.858328,21/04/1924,,49,8.1,134
993,tt0069281,Sleuth,,53.0,en,"The mystery stage play by Anthony Shaffer was adapted by the author into this stylish film from director Joseph L. Manciewicz. Laurence Olivier stars as Andrew Wyke, a best-selling author of detective fiction living in a grand 16th century mansion. Andrew is visited by Milo Tindle (Michael Caine), owner of a hair salon chain, and reveals to his guest that he's aware of Milo's affair with his wife Marguerite. Rather than being vengeful, however, Andrew professes he's glad to be rid of his troublesome spouse. To avoid paying heavy alimony, Andrew suggests that Milo disguise himself as a clown and steal his wife's expensive jewelry. That way Marguerite and Milo can obtain financial security while Andrew claims the loss on his insurance and all walk away rich. Andrew's plan is a devious one, however, designed to toy with his wife's lover, and a series of deceptions and counter-deceptions are launched in which nothing is as it seems.",10.387423,10/12/1972,,138,7.5,152
994,tt0067800,Straw Dogs,2200000.0,80.0,en,A young American and his English wife come to rural England and face increasingly vicious local harassment.,6.632663,29/12/1971,3251794.0,118,7.2,230
995,tt0031971,Stagecoach,531374.0,12.0,en,"A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others.",7.970462,02/03/1939,1103757.0,96,7.6,216
996,tt0036775,Double Indemnity,927262.0,18.0,en,"Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings, the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.",6.49432,24/04/1944,2500000.0,107,8.0,425
1018,tt0166924,Mulholland Drive,15000000.0,53.0,en,"After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",18.184056,16/05/2001,20117339.0,147,7.7,1517
1023,tt0418455,Adam's Apples,3700000.0,18.0,da,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,6.044534,15/04/2005,,94,7.4,190
1024,tt0110005,Heavenly Creatures,5000000.0,18.0,en,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",9.438042,02/09/1994,3049135.0,99,6.9,299
1039,tt0141824,The Inheritors,,18.0,de,"In a small farming valley in Austria in the beginning of the 20th century a tyrannical farmer is found dead, and all the farmhands are relieved to be free of their tyrant. But the farmer was childless, so suddenly they all inherit the farm together. Now conflicts begin, as nobody is the boss and nobody has to obey.",0.639285,19/06/1998,,95,6.6,7
